visitor_id,test_group,visit_date,device_type,location,visitor_type,converted,order_value,bounce,pages_session,select_test
10078,Variant B,2023-10-15,Tablet,USA,New,0,0.0,0,2,Homepage Redesign
10079,Control,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
10080,Variant B,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
10081,Control,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Checkout Process Update
10082,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,0,3,Promotional Banner Test
10083,Variant B,2023-10-15,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
10084,Variant B,2023-10-15,Desktop,UK,New,0,0.0,0,3,Promotional Banner Test
10085,Control,2023-10-15,Tablet,USA,New,0,0.0,1,1,Checkout Process Update
10086,Variant B,2023-10-15,Desktop,USA,Returning,0,0.0,0,1,Promotional Banner Test
10087,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Checkout Process Update
10088,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
10089,Control,2023-10-15,Mobile,USA,New,0,0.0,1,1,Product Page Layout
10090,Variant B,2023-10-15,Mobile,USA,New,0,0.0,0,6,Homepage Redesign
10091,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
10092,Variant B,2023-10-15,Desktop,UK,New,0,0.0,1,1,Homepage Redesign
10093,Control,2023-10-15,Tablet,USA,New,0,0.0,1,1,Promotional Banner Test
10094,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,0,1,Homepage Redesign
10095,Control,2023-10-15,Mobile,USA,Returning,0,0.0,0,4,Homepage Redesign
10096,Variant B,2023-10-15,Desktop,USA,New,0,0.0,0,5,Product Page Layout
10097,Control,2023-10-15,Mobile,Canada,Returning,0,0.0,1,1,Promotional Banner Test
10098,Variant B,2023-10-15,Desktop,USA,New,1,116.44,0,3,Homepage Redesign
10099,Control,2023-10-15,Desktop,Canada,Returning,0,0.0,0,2,Product Page Layout
10100,Variant B,2023-10-15,Mobile,Canada,Returning,0,0.0,1,1,Promotional Banner Test
10101,Variant B,2023-10-15,Mobile,USA,New,0,0.0,0,3,Product Page Layout
10102,Control,2023-10-15,Desktop,Canada,Returning,0,0.0,1,1,Product Page Layout
10103,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
10104,Variant B,2023-10-15,Mobile,UK,Returning,0,0.0,1,1,Promotional Banner Test
10105,Variant B,2023-10-15,Mobile,Canada,Returning,0,0.0,1,1,Homepage Redesign
10106,Control,2023-10-15,Desktop,USA,New,0,0.0,0,2,Product Page Layout
10107,Variant B,2023-10-15,Desktop,UK,Returning,0,0.0,1,1,Checkout Process Update
10108,Control,2023-10-15,Tablet,USA,New,0,0.0,0,5,Checkout Process Update
10109,Control,2023-10-15,Desktop,USA,Returning,0,0.0,0,1,Product Page Layout
10110,Variant B,2023-10-15,Tablet,USA,Returning,0,0.0,0,3,Homepage Redesign
10111,Control,2023-10-15,Desktop,USA,New,0,0.0,0,6,Product Page Layout
10112,Control,2023-10-15,Desktop,Canada,New,0,0.0,1,1,Promotional Banner Test
10113,Variant B,2023-10-15,Tablet,USA,New,0,0.0,0,2,Checkout Process Update
10114,Variant B,2023-10-15,Tablet,USA,Returning,0,0.0,0,5,Product Page Layout
10115,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Product Page Layout
10116,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
10117,Variant B,2023-10-15,Mobile,USA,Returning,1,139.23,0,6,Homepage Redesign
10118,Variant B,2023-10-15,Desktop,Canada,Returning,0,0.0,1,1,Product Page Layout
10119,Variant B,2023-10-15,Mobile,UK,Returning,0,0.0,1,1,Homepage Redesign
10120,Variant B,2023-10-15,Desktop,Canada,New,0,0.0,0,4,Checkout Process Update
10121,Variant B,2023-10-15,Mobile,UK,Returning,0,0.0,1,1,Checkout Process Update
10122,Variant B,2023-10-15,Mobile,UK,New,0,0.0,0,3,Checkout Process Update
10123,Variant B,2023-10-15,Mobile,USA,New,0,0.0,0,5,Promotional Banner Test
10124,Variant B,2023-10-15,Tablet,USA,Returning,0,0.0,1,1,Checkout Process Update
10125,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,0,8,Homepage Redesign
10126,Control,2023-10-15,Tablet,USA,New,0,0.0,1,1,Product Page Layout
10127,Variant B,2023-10-15,Tablet,Canada,New,0,0.0,1,1,Homepage Redesign
10128,Variant B,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Product Page Layout
10129,Control,2023-10-15,Mobile,USA,Returning,0,0.0,0,4,Checkout Process Update
10130,Control,2023-10-15,Mobile,Canada,Returning,0,0.0,0,1,Product Page Layout
10131,Variant B,2023-10-15,Desktop,Canada,New,0,0.0,0,3,Checkout Process Update
10132,Variant B,2023-10-15,Mobile,Canada,Returning,0,0.0,0,1,Product Page Layout
10133,Control,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Product Page Layout
10134,Control,2023-10-15,Desktop,USA,Returning,0,0.0,0,1,Product Page Layout
10135,Control,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
10136,Variant B,2023-10-15,Desktop,UK,Returning,0,0.0,0,2,Homepage Redesign
10137,Variant B,2023-10-15,Desktop,Canada,New,0,0.0,1,1,Promotional Banner Test
10138,Variant B,2023-10-15,Mobile,Canada,Returning,0,0.0,1,1,Product Page Layout
10139,Variant B,2023-10-15,Mobile,UK,New,0,0.0,0,3,Homepage Redesign
10140,Control,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Promotional Banner Test
10141,Variant B,2023-10-15,Desktop,USA,Returning,0,0.0,0,1,Homepage Redesign
10142,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
10143,Control,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Promotional Banner Test
10144,Variant B,2023-10-15,Tablet,USA,New,0,0.0,1,1,Product Page Layout
10145,Control,2023-10-15,Mobile,Canada,New,1,106.77,0,8,Promotional Banner Test
10146,Control,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Homepage Redesign
10147,Control,2023-10-15,Desktop,UK,New,0,0.0,1,1,Promotional Banner Test
10148,Control,2023-10-15,Desktop,Canada,New,1,96.75,0,4,Homepage Redesign
10149,Control,2023-10-15,Desktop,USA,Returning,0,0.0,0,1,Homepage Redesign
10150,Variant B,2023-10-15,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
10151,Variant B,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Promotional Banner Test
10152,Variant B,2023-10-15,Mobile,UK,New,0,0.0,0,4,Checkout Process Update
10153,Control,2023-10-15,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
10154,Variant B,2023-10-15,Desktop,Canada,Returning,0,0.0,0,5,Checkout Process Update
10155,Control,2023-10-15,Mobile,USA,New,0,0.0,1,1,Product Page Layout
10156,Control,2023-10-15,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
10157,Control,2023-10-15,Desktop,Canada,Returning,0,0.0,1,1,Promotional Banner Test
10158,Control,2023-10-15,Desktop,USA,Returning,0,0.0,0,2,Product Page Layout
10159,Variant B,2023-10-15,Mobile,USA,New,0,0.0,0,1,Product Page Layout
10160,Control,2023-10-15,Mobile,USA,Returning,0,0.0,0,1,Homepage Redesign
10161,Variant B,2023-10-15,Mobile,Canada,New,1,108.2,0,5,Promotional Banner Test
10162,Control,2023-10-15,Desktop,Canada,New,0,0.0,1,1,Promotional Banner Test
10163,Variant B,2023-10-15,Desktop,USA,New,1,104.37,0,3,Promotional Banner Test
10164,Control,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Homepage Redesign
10165,Control,2023-10-15,Desktop,Canada,Returning,0,0.0,0,5,Homepage Redesign
10166,Control,2023-10-15,Desktop,Canada,New,0,0.0,1,1,Checkout Process Update
10167,Control,2023-10-15,Mobile,USA,New,0,0.0,1,1,Product Page Layout
10168,Control,2023-10-15,Desktop,USA,New,1,79.33,0,2,Checkout Process Update
10169,Control,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Homepage Redesign
10170,Control,2023-10-15,Desktop,UK,Returning,0,0.0,1,1,Promotional Banner Test
10171,Control,2023-10-15,Desktop,USA,New,0,0.0,0,5,Product Page Layout
10172,Variant B,2023-10-15,Desktop,Canada,New,0,0.0,1,1,Promotional Banner Test
10173,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
10174,Variant B,2023-10-15,Desktop,Canada,Returning,0,0.0,1,1,Product Page Layout
10175,Control,2023-10-15,Mobile,Canada,Returning,0,0.0,0,5,Homepage Redesign
10176,Variant B,2023-10-15,Mobile,USA,Returning,0,0.0,0,1,Checkout Process Update
10177,Variant B,2023-10-15,Mobile,USA,New,0,0.0,1,1,Product Page Layout
10178,Control,2023-10-15,Mobile,USA,New,0,0.0,0,1,Checkout Process Update
10179,Variant B,2023-10-15,Tablet,Canada,New,0,0.0,1,1,Homepage Redesign
10180,Variant B,2023-10-15,Desktop,Canada,Returning,0,0.0,1,1,Promotional Banner Test
10181,Control,2023-10-15,Desktop,UK,New,0,0.0,1,1,Homepage Redesign
10182,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
10183,Control,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Checkout Process Update
10184,Variant B,2023-10-15,Desktop,Canada,Returning,0,0.0,0,2,Homepage Redesign
10185,Variant B,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Checkout Process Update
10186,Variant B,2023-10-15,Desktop,USA,Returning,0,0.0,0,2,Product Page Layout
10187,Variant B,2023-10-15,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
10188,Control,2023-10-15,Desktop,UK,New,0,0.0,1,1,Checkout Process Update
10189,Variant B,2023-10-15,Desktop,Canada,Returning,0,0.0,1,1,Homepage Redesign
10190,Variant B,2023-10-15,Desktop,USA,New,0,0.0,0,2,Checkout Process Update
10191,Control,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Promotional Banner Test
10192,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
10193,Control,2023-10-15,Tablet,UK,New,0,0.0,1,1,Promotional Banner Test
10194,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,0,6,Product Page Layout
10195,Variant B,2023-10-15,Desktop,Canada,Returning,0,0.0,0,6,Promotional Banner Test
10196,Variant B,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Checkout Process Update
10197,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
10198,Variant B,2023-10-15,Mobile,Canada,Returning,0,0.0,1,1,Homepage Redesign
10199,Variant B,2023-10-15,Desktop,Canada,New,1,154.65,1,1,Promotional Banner Test
10200,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Checkout Process Update
10201,Control,2023-10-15,Desktop,Canada,New,0,0.0,0,3,Checkout Process Update
10202,Control,2023-10-15,Mobile,USA,New,0,0.0,0,4,Product Page Layout
10203,Control,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Homepage Redesign
10204,Variant B,2023-10-15,Mobile,USA,New,0,0.0,0,2,Product Page Layout
10205,Control,2023-10-15,Mobile,USA,Returning,0,0.0,0,5,Checkout Process Update
10206,Control,2023-10-15,Desktop,USA,Returning,0,0.0,0,5,Product Page Layout
10207,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Checkout Process Update
10208,Control,2023-10-15,Desktop,USA,Returning,0,0.0,0,1,Checkout Process Update
10209,Control,2023-10-15,Mobile,USA,New,0,0.0,0,4,Product Page Layout
10210,Control,2023-10-15,Desktop,UK,Returning,0,0.0,1,1,Checkout Process Update
10211,Control,2023-10-15,Mobile,UK,New,0,0.0,0,3,Promotional Banner Test
10212,Variant B,2023-10-15,Mobile,USA,New,0,0.0,0,1,Homepage Redesign
10213,Variant B,2023-10-15,Desktop,Canada,New,1,106.64,0,3,Checkout Process Update
10214,Variant B,2023-10-15,Desktop,UK,Returning,0,0.0,0,2,Checkout Process Update
10215,Variant B,2023-10-15,Mobile,UK,New,0,0.0,0,6,Checkout Process Update
10216,Control,2023-10-15,Mobile,USA,New,0,0.0,0,4,Homepage Redesign
10217,Variant B,2023-10-15,Desktop,Canada,New,0,0.0,1,1,Product Page Layout
10218,Control,2023-10-15,Desktop,Canada,New,0,0.0,1,1,Product Page Layout
10219,Control,2023-10-15,Desktop,UK,New,0,0.0,1,1,Checkout Process Update
10220,Variant B,2023-10-15,Mobile,UK,New,0,0.0,0,1,Homepage Redesign
10221,Control,2023-10-15,Desktop,USA,New,0,0.0,0,1,Promotional Banner Test
10222,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Product Page Layout
10223,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
10224,Control,2023-10-15,Desktop,UK,Returning,0,0.0,0,1,Product Page Layout
10225,Control,2023-10-15,Tablet,Canada,New,0,0.0,1,1,Promotional Banner Test
10226,Variant B,2023-10-15,Mobile,USA,Returning,0,0.0,0,5,Promotional Banner Test
10227,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
10228,Variant B,2023-10-15,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
10229,Variant B,2023-10-15,Mobile,USA,Returning,0,0.0,0,3,Checkout Process Update
10230,Variant B,2023-10-15,Mobile,USA,Returning,1,118.27,1,1,Product Page Layout
10231,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Product Page Layout
10232,Control,2023-10-15,Tablet,USA,Returning,0,0.0,1,1,Product Page Layout
10233,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
10234,Variant B,2023-10-15,Tablet,UK,New,0,0.0,1,1,Product Page Layout
10235,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
10236,Control,2023-10-15,Tablet,USA,New,0,0.0,1,1,Product Page Layout
10237,Control,2023-10-15,Mobile,USA,New,1,135.49,0,6,Promotional Banner Test
10238,Variant B,2023-10-15,Desktop,USA,New,0,0.0,0,4,Product Page Layout
10239,Control,2023-10-15,Mobile,Canada,New,0,0.0,0,5,Product Page Layout
10240,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
10241,Variant B,2023-10-15,Desktop,UK,Returning,0,0.0,0,2,Product Page Layout
10242,Variant B,2023-10-15,Desktop,UK,Returning,0,0.0,1,1,Checkout Process Update
10243,Control,2023-10-15,Desktop,USA,New,0,0.0,0,1,Product Page Layout
10244,Control,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Product Page Layout
10245,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Checkout Process Update
10246,Variant B,2023-10-15,Mobile,Canada,Returning,0,0.0,1,1,Product Page Layout
10247,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Checkout Process Update
10248,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Homepage Redesign
10249,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
10250,Variant B,2023-10-15,Tablet,Canada,New,0,0.0,1,1,Promotional Banner Test
10251,Variant B,2023-10-15,Mobile,USA,New,0,0.0,1,1,Checkout Process Update
10252,Variant B,2023-10-15,Mobile,Canada,Returning,0,0.0,1,1,Checkout Process Update
10253,Variant B,2023-10-15,Desktop,UK,New,0,0.0,1,1,Homepage Redesign
10254,Control,2023-10-15,Desktop,UK,Returning,0,0.0,1,1,Product Page Layout
10255,Control,2023-10-15,Tablet,Canada,Returning,0,0.0,1,1,Product Page Layout
10256,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
10257,Variant B,2023-10-15,Mobile,USA,New,0,0.0,1,1,Product Page Layout
10258,Variant B,2023-10-15,Mobile,USA,New,0,0.0,1,1,Product Page Layout
10259,Control,2023-10-15,Mobile,UK,New,0,0.0,0,7,Promotional Banner Test
10260,Control,2023-10-15,Tablet,USA,New,0,0.0,1,1,Checkout Process Update
10261,Variant B,2023-10-15,Mobile,UK,Returning,0,0.0,0,8,Product Page Layout
10262,Variant B,2023-10-15,Tablet,USA,New,0,0.0,0,1,Homepage Redesign
10263,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
10264,Variant B,2023-10-15,Mobile,UK,Returning,0,0.0,1,1,Promotional Banner Test
10265,Control,2023-10-15,Mobile,USA,New,0,0.0,0,3,Homepage Redesign
10266,Variant B,2023-10-15,Desktop,UK,Returning,0,0.0,1,1,Product Page Layout
10267,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Homepage Redesign
10268,Variant B,2023-10-15,Tablet,USA,Returning,1,71.18,0,6,Homepage Redesign
10269,Control,2023-10-15,Desktop,USA,New,0,0.0,0,8,Product Page Layout
10270,Control,2023-10-15,Desktop,UK,New,0,0.0,1,1,Product Page Layout
10271,Control,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Homepage Redesign
10272,Variant B,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Product Page Layout
10273,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Checkout Process Update
10274,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Product Page Layout
10275,Variant B,2023-10-15,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
10276,Variant B,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Checkout Process Update
10277,Control,2023-10-15,Desktop,UK,Returning,0,0.0,0,1,Homepage Redesign
10278,Control,2023-10-15,Mobile,Canada,Returning,0,0.0,1,1,Homepage Redesign
10279,Control,2023-10-15,Tablet,UK,New,0,0.0,0,4,Promotional Banner Test
10280,Variant B,2023-10-15,Desktop,USA,New,0,0.0,0,1,Product Page Layout
10281,Control,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Homepage Redesign
10282,Control,2023-10-15,Desktop,USA,Returning,0,0.0,1,1,Promotional Banner Test
10283,Control,2023-10-15,Mobile,UK,New,0,0.0,1,1,Promotional Banner Test
10284,Variant B,2023-10-15,Mobile,USA,Returning,0,0.0,1,1,Homepage Redesign
10285,Variant B,2023-10-15,Desktop,USA,New,0,0.0,0,6,Homepage Redesign
10286,Variant B,2023-10-15,Mobile,USA,New,0,0.0,0,2,Checkout Process Update
10287,Control,2023-10-15,Desktop,UK,Returning,0,0.0,0,1,Homepage Redesign
10288,Control,2023-10-15,Tablet,UK,Returning,0,0.0,1,1,Checkout Process Update
10289,Control,2023-10-15,Desktop,Canada,New,0,0.0,1,1,Checkout Process Update
10290,Variant B,2023-10-15,Tablet,USA,Returning,0,0.0,1,1,Product Page Layout
10291,Control,2023-10-15,Mobile,UK,Returning,0,0.0,0,4,Homepage Redesign
10292,Control,2023-10-15,Mobile,Canada,Returning,0,0.0,0,1,Homepage Redesign
10293,Variant B,2023-10-15,Mobile,UK,New,0,0.0,1,1,Product Page Layout
10294,Variant B,2023-10-15,Desktop,UK,New,0,0.0,0,3,Promotional Banner Test
10295,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Homepage Redesign
10296,Variant B,2023-10-15,Mobile,USA,Returning,0,0.0,0,4,Checkout Process Update
10297,Control,2023-10-15,Desktop,USA,New,0,0.0,1,1,Promotional Banner Test
10298,Variant B,2023-10-15,Desktop,USA,New,0,0.0,0,5,Promotional Banner Test
10299,Variant B,2023-10-15,Mobile,USA,Returning,0,0.0,0,3,Checkout Process Update
10300,Control,2023-10-15,Mobile,USA,Returning,0,0.0,0,2,Checkout Process Update
10301,Variant B,2023-10-15,Desktop,USA,Returning,0,0.0,0,1,Product Page Layout
10302,Control,2023-10-15,Mobile,USA,Returning,1,145.56,0,2,Promotional Banner Test
10303,Variant B,2023-10-15,Mobile,Canada,New,0,0.0,1,1,Checkout Process Update
10304,Control,2023-10-15,Mobile,USA,Returning,1,81.82,0,5,Product Page Layout
10305,Variant B,2023-10-15,Tablet,USA,New,0,0.0,1,1,Product Page Layout
10306,Variant B,2023-10-15,Desktop,USA,New,0,0.0,1,1,Product Page Layout
10307,Control,2023-10-15,Mobile,Canada,Returning,0,0.0,0,1,Promotional Banner Test
10308,Control,2023-10-15,Mobile,USA,New,0,0.0,1,1,Homepage Redesign
10309,Variant B,2023-10-15,Mobile,UK,New,0,0.0,1,1,Checkout Process Update
10310,Variant B,2023-10-15,Tablet,USA,New,0,0.0,0,1,Homepage Redesign
10311,Variant B,2023-10-15,Desktop,UK,New,0,0.0,1,1,Promotional Banner Test
10312,Variant B,2023-10-15,Desktop,USA,New,0,0.0,0,1,Promotional Banner Test
10313,Variant B,2023-10-15,Desktop,Canada,New,0,0.0,0,1,Checkout Process Update
10314,Variant B,2023-10-15,Desktop,USA,Returning,0,0.0,0,2,Product Page Layout
10315,Control,2023-10-15,Mobile,USA,New,0,0.0,1,1,Promotional Banner Test
